,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
13831,30-45,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,yes
13832,46-64,blue-collar,divorced,primary,no,1236,yes,no,cellular,10,jul,>10,1,<7,0,unknown,no
13833,18-29,blue-collar,single,secondary,no,48,no,no,cellular,10,jul,<5,6,<7,0,unknown,no
13834,46-64,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,5-10,1,<7,0,unknown,no
13835,30-45,unknown,married,secondary,no,703,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13836,30-45,blue-collar,divorced,secondary,no,107,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13837,30-45,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13838,30-45,blue-collar,married,secondary,no,290,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13839,46-64,management,married,tertiary,no,0,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13840,30-45,management,married,tertiary,no,789,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13841,46-64,management,married,tertiary,no,1674,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13842,30-45,admin.,divorced,secondary,no,0,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13843,30-45,blue-collar,married,primary,no,1968,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13844,30-45,admin.,divorced,secondary,no,454,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13845,46-64,services,married,primary,no,966,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13846,30-45,services,single,secondary,no,-23,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13847,46-64,admin.,single,secondary,no,645,no,no,telephone,10,jul,<5,1,<7,0,unknown,no
13848,30-45,technician,single,secondary,no,0,no,no,telephone,10,jul,<5,1,<7,0,unknown,no
13849,30-45,management,divorced,tertiary,no,219,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13850,46-64,retired,married,primary,no,386,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13851,30-45,blue-collar,married,secondary,no,563,yes,no,telephone,10,jul,<5,1,<7,0,unknown,no
13852,46-64,services,divorced,secondary,no,140,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13853,30-45,admin.,single,secondary,no,-261,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13854,46-64,admin.,divorced,secondary,no,520,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13855,30-45,blue-collar,married,secondary,no,2158,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13856,30-45,management,married,tertiary,no,91,no,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13857,30-45,entrepreneur,married,tertiary,no,227,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13858,30-45,blue-collar,single,secondary,no,-84,no,no,cellular,10,jul,5-10,3,<7,0,unknown,no
13859,30-45,entrepreneur,divorced,tertiary,no,367,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13860,46-64,admin.,divorced,secondary,no,791,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13861,46-64,blue-collar,married,secondary,no,1127,yes,yes,cellular,10,jul,5-10,1,<7,0,unknown,no
13862,30-45,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13863,30-45,admin.,single,secondary,no,203,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13864,30-45,entrepreneur,divorced,secondary,no,-29,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13865,30-45,management,married,tertiary,no,15437,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13866,46-64,admin.,married,secondary,no,510,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13867,30-45,blue-collar,married,secondary,no,580,no,no,cellular,10,jul,>10,1,<7,0,unknown,no
13868,30-45,management,single,tertiary,no,1013,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13869,30-45,admin.,divorced,secondary,no,0,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13870,30-45,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13871,30-45,blue-collar,single,secondary,no,0,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13872,30-45,self-employed,married,tertiary,no,870,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13873,30-45,admin.,married,secondary,no,260,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13874,30-45,technician,single,secondary,no,3,yes,yes,cellular,10,jul,<5,9,<7,0,unknown,no
13875,30-45,housemaid,married,primary,no,166,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13876,18-29,admin.,single,secondary,no,19,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13877,30-45,services,married,secondary,no,54,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13878,30-45,services,divorced,secondary,no,82,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13879,30-45,management,married,tertiary,no,580,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13880,30-45,management,married,tertiary,no,-4,no,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13881,30-45,blue-collar,married,secondary,no,1786,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13882,30-45,technician,married,secondary,no,0,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13883,46-64,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,5-10,6,<7,0,unknown,no
13884,46-64,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13885,46-64,housemaid,married,primary,no,78,no,no,telephone,10,jul,<5,1,<7,0,unknown,no
13886,30-45,blue-collar,married,primary,no,2,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13887,46-64,retired,divorced,secondary,no,275,yes,yes,cellular,10,jul,5-10,1,<7,0,unknown,no
13888,46-64,self-employed,married,secondary,no,9994,no,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13889,30-45,technician,married,secondary,no,0,yes,yes,cellular,10,jul,5-10,1,<7,0,unknown,no
13890,30-45,services,single,secondary,no,85,yes,no,cellular,10,jul,<5,7,<7,0,unknown,no
13891,18-29,self-employed,single,secondary,no,1186,no,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13892,18-29,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,>10,2,<7,0,unknown,yes
13893,46-64,admin.,married,secondary,no,-130,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13894,46-64,management,married,tertiary,no,340,no,yes,cellular,10,jul,5-10,2,<7,0,unknown,no
13895,18-29,unemployed,married,tertiary,no,118,no,yes,telephone,10,jul,<5,1,<7,0,unknown,no
13896,46-64,unemployed,married,tertiary,no,0,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13897,46-64,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,<5,1,<7,0,unknown,no
13898,18-29,technician,single,tertiary,no,170,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13899,46-64,admin.,married,secondary,no,2,no,no,telephone,10,jul,<5,2,<7,0,unknown,no
13900,46-64,retired,married,tertiary,no,89,no,no,telephone,10,jul,<5,1,<7,0,unknown,no
13901,46-64,management,married,tertiary,no,586,no,no,telephone,10,jul,<5,1,<7,0,unknown,no
13902,46-64,retired,married,primary,no,61,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13903,46-64,retired,married,secondary,no,1067,no,no,telephone,10,jul,5-10,1,<7,0,unknown,no
13904,30-45,technician,married,secondary,no,2316,yes,no,cellular,10,jul,<5,3,<7,0,unknown,no
13905,46-64,retired,divorced,primary,no,11,no,yes,cellular,10,jul,<5,5,<7,0,unknown,no
13906,18-29,blue-collar,single,secondary,no,87,no,no,telephone,10,jul,<5,1,<7,0,unknown,no
13907,18-29,technician,single,secondary,no,1714,no,yes,telephone,10,jul,<5,1,<7,0,unknown,no
13908,30-45,services,divorced,secondary,no,-504,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13909,46-64,blue-collar,divorced,unknown,no,454,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13910,18-29,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,>10,1,<7,0,unknown,yes
13911,30-45,admin.,married,secondary,no,2378,yes,yes,telephone,10,jul,<5,1,<7,0,unknown,no
13912,30-45,entrepreneur,married,secondary,no,1160,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13913,18-29,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,>10,7,<7,0,unknown,yes
13914,30-45,blue-collar,single,secondary,no,1598,yes,no,cellular,10,jul,>10,1,<7,0,unknown,yes
13915,46-64,management,married,tertiary,no,0,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13916,30-45,admin.,married,secondary,no,786,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13917,46-64,blue-collar,married,secondary,no,684,yes,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13918,18-29,admin.,single,secondary,no,81,no,yes,cellular,10,jul,>10,1,<7,0,unknown,no
13919,30-45,housemaid,married,secondary,no,0,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13920,30-45,management,married,tertiary,no,1163,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13921,30-45,blue-collar,married,secondary,no,0,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13922,30-45,admin.,married,secondary,no,1387,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13923,30-45,services,divorced,secondary,no,264,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13924,30-45,blue-collar,married,primary,no,54,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13925,30-45,blue-collar,divorced,secondary,yes,-54,yes,no,cellular,10,jul,5-10,6,<7,0,unknown,no
13926,30-45,services,married,secondary,no,5,no,yes,cellular,10,jul,>10,5,<7,0,unknown,yes
13927,46-64,services,married,secondary,no,367,yes,no,cellular,10,jul,5-10,4,<7,0,unknown,yes
13928,30-45,blue-collar,married,secondary,no,609,yes,no,telephone,10,jul,<5,1,<7,0,unknown,no
13929,46-64,admin.,married,secondary,no,3386,no,yes,cellular,10,jul,5-10,17,<7,0,unknown,no
13930,46-64,technician,married,secondary,no,925,yes,no,telephone,10,jul,<5,1,<7,0,unknown,no
13931,46-64,management,divorced,tertiary,no,0,no,no,telephone,10,jul,<5,7,<7,0,unknown,no
13932,46-64,admin.,divorced,secondary,no,658,no,no,cellular,10,jul,>10,1,<7,0,unknown,yes
13933,30-45,management,married,tertiary,no,1722,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,yes
13934,30-45,management,married,secondary,no,5127,no,yes,cellular,10,jul,5-10,2,<7,0,unknown,no
13935,18-29,blue-collar,single,secondary,no,339,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13936,46-64,technician,married,secondary,no,-315,no,yes,cellular,10,jul,>10,1,<7,0,unknown,yes
13937,18-29,technician,married,tertiary,no,1198,no,yes,cellular,10,jul,<5,3,<7,0,unknown,no
13938,30-45,blue-collar,married,secondary,no,0,no,yes,cellular,10,jul,5-10,2,<7,0,unknown,no
13939,30-45,management,single,tertiary,no,1171,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13940,46-64,management,married,secondary,no,0,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13941,18-29,admin.,married,secondary,no,795,yes,yes,cellular,10,jul,<5,2,<7,0,unknown,no
13942,46-64,blue-collar,married,secondary,yes,-319,no,yes,cellular,10,jul,5-10,2,<7,0,unknown,no
13943,46-64,retired,married,primary,no,192,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13944,18-29,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,>10,3,<7,0,unknown,yes
13945,30-45,housemaid,single,primary,no,199,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13946,46-64,technician,married,secondary,no,201,no,no,cellular,10,jul,<5,5,<7,0,unknown,no
13947,30-45,unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13948,30-45,technician,married,tertiary,no,1338,yes,yes,cellular,10,jul,<5,6,<7,0,unknown,no
13949,30-45,services,married,secondary,no,80,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13950,46-64,services,married,secondary,yes,892,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13951,30-45,entrepreneur,divorced,tertiary,no,958,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13952,46-64,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,<5,3,<7,0,unknown,no
13953,30-45,admin.,single,secondary,no,-101,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13954,46-64,blue-collar,single,tertiary,yes,-517,no,yes,cellular,10,jul,5-10,1,<7,0,unknown,no
13955,18-29,services,married,secondary,no,3,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13956,46-64,blue-collar,married,secondary,no,0,no,yes,telephone,10,jul,5-10,2,<7,0,unknown,no
13957,46-64,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,<5,4,<7,0,unknown,no
13958,46-64,blue-collar,married,primary,no,44,no,yes,cellular,10,jul,<5,9,<7,0,unknown,no
13959,30-45,technician,married,tertiary,no,91,no,no,cellular,10,jul,5-10,2,<7,0,unknown,no
13960,46-64,technician,married,secondary,no,454,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13961,46-64,technician,married,tertiary,no,2568,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13962,30-45,technician,single,secondary,no,-156,no,yes,cellular,10,jul,<5,2,<7,0,unknown,no
13963,30-45,admin.,divorced,secondary,no,859,yes,yes,cellular,10,jul,<5,4,<7,0,unknown,no
13964,18-29,blue-collar,single,secondary,no,8079,no,yes,cellular,10,jul,<5,1,<7,0,unknown,no
13965,30-45,blue-collar,married,primary,no,407,yes,yes,telephone,10,jul,5-10,2,<7,0,unknown,no
13966,30-45,services,married,secondary,no,501,yes,yes,cellular,10,jul,<5,8,<7,0,unknown,no
13967,30-45,services,married,secondary,no,63,no,yes,cellular,10,jul,5-10,4,<7,0,unknown,no
13968,30-45,blue-collar,married,primary,no,1145,no,no,telephone,10,jul,<5,7,<7,0,unknown,no
13969,46-64,blue-collar,married,primary,no,305,yes,yes,telephone,10,jul,>10,10,<7,0,unknown,no
13970,46-64,self-employed,married,tertiary,no,126,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13971,30-45,retired,married,primary,no,-24,no,no,cellular,10,jul,<5,5,<7,0,unknown,no
13972,30-45,blue-collar,married,primary,no,-404,yes,yes,cellular,10,jul,5-10,1,<7,0,unknown,no
13973,30-45,blue-collar,married,primary,no,362,no,no,cellular,10,jul,5-10,5,<7,0,unknown,no
13974,18-29,student,single,secondary,no,106,yes,no,telephone,10,jul,<5,1,<7,0,unknown,no
13975,30-45,blue-collar,married,secondary,no,576,yes,no,cellular,10,jul,<5,2,<7,0,unknown,no
13976,46-64,technician,married,secondary,no,278,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13977,30-45,services,single,secondary,no,54,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
13978,30-45,management,single,tertiary,no,159,no,yes,cellular,10,jul,5-10,3,<7,0,unknown,no
13979,30-45,admin.,married,secondary,no,89,no,no,telephone,10,jul,5-10,3,<7,0,unknown,no
13980,30-45,blue-collar,married,secondary,no,456,no,yes,telephone,10,jul,<5,6,<7,0,unknown,no
13981,30-45,technician,married,secondary,no,305,yes,yes,cellular,10,jul,<5,4,<7,0,unknown,no
13982,46-64,housemaid,married,primary,no,763,yes,no,telephone,10,jul,<5,3,<7,0,unknown,no
13983,30-45,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,>10,1,<7,0,unknown,yes
13984,46-64,unemployed,married,primary,no,255,no,yes,cellular,10,jul,5-10,3,<7,0,unknown,no
13985,30-45,services,single,secondary,no,211,no,yes,cellular,10,jul,<5,3,<7,0,unknown,no
13986,18-29,management,single,tertiary,no,45,no,no,cellular,10,jul,>10,3,<7,0,unknown,yes
13987,30-45,services,divorced,secondary,no,135,no,no,cellular,10,jul,5-10,1,<7,0,unknown,no
13988,46-64,blue-collar,married,primary,no,1,yes,yes,telephone,10,jul,<5,7,<7,0,unknown,no
13989,30-45,blue-collar,married,primary,no,6,no,no,cellular,10,jul,5-10,9,<7,0,unknown,no
13990,18-29,technician,single,secondary,no,3527,no,yes,cellular,10,jul,<5,5,<7,0,unknown,no
13991,18-29,services,single,secondary,no,235,no,no,cellular,10,jul,>10,3,<7,0,unknown,no
13992,30-45,blue-collar,married,secondary,no,66,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
13993,30-45,student,married,primary,no,46,yes,no,cellular,10,jul,5-10,1,<7,0,unknown,yes
13994,46-64,blue-collar,married,secondary,no,556,no,yes,telephone,10,jul,<5,4,<7,0,unknown,no
13995,46-64,technician,married,secondary,no,89,yes,no,cellular,10,jul,<5,3,<7,0,unknown,no
13996,30-45,management,married,tertiary,no,397,no,no,cellular,10,jul,<5,6,<7,0,unknown,no
13997,30-45,management,married,tertiary,no,284,yes,yes,cellular,10,jul,<5,5,<7,0,unknown,no
13998,30-45,management,single,tertiary,no,26,no,no,cellular,10,jul,<5,6,<7,0,unknown,no
13999,30-45,blue-collar,single,secondary,no,109,yes,yes,cellular,10,jul,<5,3,<7,0,unknown,no
14000,30-45,blue-collar,single,primary,no,1220,no,no,telephone,10,jul,<5,20,<7,0,unknown,no
14001,30-45,management,married,tertiary,no,1403,yes,no,cellular,10,jul,<5,15,<7,0,unknown,no
14002,30-45,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,jul,<5,5,<7,0,unknown,no
14003,18-29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,>10,3,<7,0,unknown,yes
14004,30-45,unknown,single,primary,no,3415,no,no,telephone,10,jul,<5,10,<7,0,unknown,no
14005,18-29,student,single,tertiary,no,-113,no,no,cellular,10,jul,<5,3,<7,0,unknown,no
14006,30-45,entrepreneur,married,primary,no,1331,no,no,telephone,10,jul,5-10,7,<7,0,unknown,no
14007,46-64,technician,married,unknown,no,2242,no,no,cellular,10,jul,<5,14,<7,0,unknown,no
14008,46-64,entrepreneur,married,secondary,no,0,yes,no,telephone,10,jul,5-10,27,<7,0,unknown,no
14009,18-29,entrepreneur,married,tertiary,no,-23,no,no,cellular,10,jul,<5,4,<7,0,unknown,no
14010,18-29,management,married,tertiary,no,6586,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
14011,46-64,blue-collar,married,primary,no,142,no,no,telephone,10,jul,>10,5,<7,0,unknown,no
14012,46-64,technician,married,secondary,no,4,no,no,cellular,10,jul,<5,5,<7,0,unknown,no
14013,30-45,admin.,married,secondary,no,13160,no,no,cellular,10,jul,<5,1,<7,0,unknown,no
14014,30-45,services,married,primary,no,352,yes,no,cellular,10,jul,<5,1,<7,0,unknown,no
14015,30-45,blue-collar,married,primary,no,372,yes,no,telephone,11,jul,<5,1,<7,0,unknown,no
14016,30-45,housemaid,married,primary,no,2460,no,no,cellular,11,jul,<5,3,<7,0,unknown,no
14017,18-29,admin.,married,secondary,no,111,no,yes,cellular,11,jul,<5,1,<7,0,unknown,no
14018,30-45,technician,single,secondary,no,-618,yes,yes,cellular,11,jul,<5,1,<7,0,unknown,no
14019,30-45,admin.,single,tertiary,no,5,no,yes,cellular,11,jul,<5,1,<7,0,unknown,no
14020,46-64,self-employed,married,secondary,no,-817,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14021,30-45,management,married,tertiary,no,756,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14022,46-64,blue-collar,single,primary,no,533,no,yes,cellular,11,jul,<5,1,<7,0,unknown,no
14023,30-45,management,married,tertiary,no,0,no,no,cellular,11,jul,<5,1,<7,0,unknown,no
14024,46-64,management,married,tertiary,no,0,yes,no,telephone,11,jul,<5,1,<7,0,unknown,no
14025,30-45,admin.,married,secondary,no,149,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14026,30-45,technician,married,secondary,no,3832,yes,no,cellular,11,jul,5-10,1,<7,0,unknown,no
14027,30-45,management,married,tertiary,no,1196,yes,no,cellular,11,jul,5-10,1,<7,0,unknown,no
14028,18-29,management,married,tertiary,no,17,no,yes,cellular,11,jul,5-10,1,<7,0,unknown,no
14029,18-29,blue-collar,single,secondary,no,455,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14030,30-45,blue-collar,married,secondary,no,50,yes,yes,cellular,11,jul,5-10,2,<7,0,unknown,no
14031,46-64,management,divorced,tertiary,no,1988,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14032,30-45,self-employed,married,primary,no,42,no,no,cellular,11,jul,<5,3,<7,0,unknown,no
14033,30-45,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,>10,1,<7,0,unknown,yes
14034,30-45,technician,single,secondary,no,373,yes,no,cellular,11,jul,5-10,1,<7,0,unknown,no
14035,18-29,housemaid,married,secondary,no,-759,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14036,46-64,management,married,tertiary,no,95,no,no,cellular,11,jul,<5,1,<7,0,unknown,no
14037,18-29,services,single,secondary,no,70,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14038,30-45,management,married,tertiary,no,-73,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14039,30-45,admin.,married,secondary,no,-728,yes,no,cellular,11,jul,5-10,1,<7,0,unknown,no
14040,30-45,technician,married,secondary,no,-456,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14041,30-45,blue-collar,married,secondary,no,0,yes,yes,cellular,11,jul,5-10,1,<7,0,unknown,no
14042,46-64,admin.,divorced,tertiary,no,39,no,no,cellular,11,jul,<5,1,<7,0,unknown,no
14043,30-45,technician,married,secondary,no,37,yes,yes,cellular,11,jul,5-10,1,<7,0,unknown,no
14044,30-45,technician,single,secondary,no,1932,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14045,46-64,technician,married,secondary,no,-192,yes,no,telephone,11,jul,<5,1,<7,0,unknown,no
14046,30-45,blue-collar,single,secondary,no,1672,yes,no,cellular,11,jul,5-10,1,<7,0,unknown,no
14047,30-45,management,married,tertiary,no,161,yes,no,cellular,11,jul,5-10,1,<7,0,unknown,no
14048,30-45,blue-collar,married,primary,no,479,no,no,cellular,11,jul,>10,1,<7,0,unknown,no
14049,30-45,services,married,secondary,no,372,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14050,30-45,management,single,tertiary,no,1339,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14051,46-64,technician,divorced,secondary,no,550,yes,no,cellular,11,jul,5-10,1,<7,0,unknown,no
14052,18-29,admin.,married,secondary,no,941,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14053,30-45,technician,divorced,secondary,no,0,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14054,30-45,management,single,tertiary,no,1049,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14055,30-45,technician,married,tertiary,no,236,yes,no,cellular,11,jul,<5,1,<7,0,unknown,no
14056,30-45,blue-collar,single,secondary,no,263,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14057,30-45,admin.,single,secondary,no,32,no,no,cellular,11,jul,<5,1,<7,0,unknown,no
14058,46-64,technician,divorced,secondary,no,447,yes,yes,cellular,11,jul,<5,1,<7,0,unknown,no
14059,30-45,technician,married,secondary,no,114,no,no,cellular,11,jul,<5,3,<7,0,unknown,no
14060,46-64,services,divorced,secondary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14061,30-45,management,married,tertiary,no,-83,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14062,18-29,admin.,single,primary,no,528,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14063,30-45,entrepreneur,married,tertiary,no,0,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14064,46-64,housemaid,married,secondary,no,5,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14065,18-29,entrepreneur,single,tertiary,no,6,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14066,30-45,blue-collar,single,secondary,no,-161,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14067,46-64,services,married,secondary,no,-682,yes,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14068,30-45,management,married,tertiary,no,710,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14069,46-64,technician,married,secondary,no,58,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14070,30-45,technician,married,secondary,no,-260,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14071,30-45,management,single,tertiary,no,9,no,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14072,46-64,management,married,tertiary,no,-670,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14073,46-64,services,divorced,primary,no,58,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14074,30-45,services,married,secondary,no,128,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14075,46-64,admin.,divorced,secondary,no,1139,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14076,18-29,admin.,single,secondary,no,428,no,yes,telephone,11,jul,5-10,2,<7,0,unknown,no
14077,30-45,technician,single,secondary,no,31,yes,no,cellular,11,jul,>10,2,<7,0,unknown,no
14078,46-64,management,married,tertiary,no,761,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14079,46-64,blue-collar,married,primary,no,776,no,yes,telephone,11,jul,<5,2,<7,0,unknown,no
14080,30-45,technician,married,secondary,no,-172,yes,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14081,30-45,housemaid,married,secondary,no,0,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14082,46-64,management,married,tertiary,no,561,no,yes,cellular,11,jul,5-10,2,<7,0,unknown,no
14083,30-45,technician,married,secondary,no,407,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14084,30-45,technician,married,secondary,no,0,yes,no,cellular,11,jul,>10,2,<7,0,unknown,no
14085,46-64,self-employed,single,tertiary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14086,46-64,blue-collar,married,secondary,no,983,no,no,telephone,11,jul,<5,2,<7,0,unknown,no
14087,30-45,housemaid,divorced,secondary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14088,46-64,management,single,tertiary,no,342,no,yes,cellular,11,jul,5-10,2,<7,0,unknown,no
14089,30-45,housemaid,divorced,primary,no,46,yes,no,telephone,11,jul,<5,2,<7,0,unknown,no
14090,18-29,management,married,tertiary,no,17,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14091,46-64,services,married,secondary,no,1073,no,no,telephone,11,jul,5-10,3,<7,0,unknown,no
14092,46-64,entrepreneur,married,tertiary,no,416,yes,yes,telephone,11,jul,<5,2,<7,0,unknown,no
14093,30-45,technician,married,unknown,no,12,yes,no,cellular,11,jul,5-10,2,<7,0,unknown,no
14094,30-45,technician,single,secondary,no,671,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14095,46-64,retired,married,secondary,no,8,no,no,cellular,11,jul,<5,2,<7,0,unknown,no
14096,46-64,admin.,married,secondary,no,2518,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14097,30-45,entrepreneur,married,secondary,no,0,yes,no,cellular,11,jul,<5,2,<7,0,unknown,no
14098,46-64,admin.,divorced,secondary,no,5,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
14099,30-45,technician,divorced,secondary,no,1499,no,yes,cellular,11,jul,<5,2,<7,0,unknown,no
